indicateur_id,nom_indicateur,nom_origine,theme,definition,unite,source,annee,statut,table_pg,mode_stockage,colonne_valeur,filtre_indicateur,colonne_territoire
119,Indicateur nombre etablissements commune — Nombre d'établissements collegial,Nombre d'établissements collegial,education,Indicateur nombre etablissements commune — Nombre d'établissements collegial. Thème : education.,nombre,,,actif,education_indicateur_nombre_etablissements_commune,long,valeur,Nombre d'établissements collegial,territoire_id
120,Indicateur nombre etablissements commune — Nombre d'établissements primaire,Nombre d'établissements primaire,education,Indicateur nombre etablissements commune — Nombre d'établissements primaire. Thème : education.,nombre,,,actif,education_indicateur_nombre_etablissements_commune,long,valeur,Nombre d'établissements primaire,territoire_id
121,Indicateur nombre etablissements commune — Nombre d'établissements qualifiant,Nombre d'établissements qualifiant,education,Indicateur nombre etablissements commune — Nombre d'établissements qualifiant. Thème : education.,nombre,,,actif,education_indicateur_nombre_etablissements_commune,long,valeur,Nombre d'établissements qualifiant,territoire_id
266,nombre_abonnes,nombre_abonnes,infrastructure,nombre_abonnes. Thème : infrastructure.,nombre,,,actif,infrastructure_cleaned_activit_de_l_office_national_d_electr,long,valeur,nombre_abonnes,territoire_id
267,Activit de l office national d electr — production,production,infrastructure,Activit de l office national d electr — production. Thème : infrastructure.,,,,actif,infrastructure_cleaned_activit_de_l_office_national_d_electr,long,valeur,production,territoire_id
268,ventes_abonnes,ventes_abonnes,infrastructure,ventes_abonnes. Thème : infrastructure.,,,,actif,infrastructure_cleaned_activit_de_l_office_national_d_electr,long,valeur,ventes_abonnes,territoire_id
269,ventes_regies_concessions,ventes_regies_concessions,infrastructure,ventes_regies_concessions. Thème : infrastructure.,,,,actif,infrastructure_cleaned_activit_de_l_office_national_d_electr,long,valeur,ventes_regies_concessions,territoire_id
270,Bonne Qualité 2021,Bonne Qualité 2021,infrastructure,Bonne Qualité 2021. Thème : infrastructure.,,,,actif,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg,long,valeur,Bonne Qualité 2021,territoire_id
271,Bonne Qualité 2022,Bonne Qualité 2022,infrastructure,Bonne Qualité 2022. Thème : infrastructure.,,,,actif,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg,long,valeur,Bonne Qualité 2022,territoire_id
272,Bonne Qualité 2023,Bonne Qualité 2023,infrastructure,Bonne Qualité 2023. Thème : infrastructure.,,,,actif,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg,long,valeur,Bonne Qualité 2023,territoire_id
273,Bonne Qualité 2024,Bonne Qualité 2024,infrastructure,Bonne Qualité 2024. Thème : infrastructure.,,,,actif,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg,long,valeur,Bonne Qualité 2024,territoire_id
274,Execellante Qaulité 2021,Execellante Qaulité 2021,infrastructure,Execellante Qaulité 2021. Thème : infrastructure.,,,,actif,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg,long,valeur,Execellante Qaulité 2021,territoire_id
275,Execellante Qaulité 2022,Execellante Qaulité 2022,infrastructure,Execellante Qaulité 2022. Thème : infrastructure.,,,,actif,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg,long,valeur,Execellante Qaulité 2022,territoire_id
276,Execellante Qaulité 2023,Execellante Qaulité 2023,infrastructure,Execellante Qaulité 2023. Thème : infrastructure.,,,,actif,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg,long,valeur,Execellante Qaulité 2023,territoire_id
277,Execellante Qaulité 2024,Execellante Qaulité 2024,infrastructure,Execellante Qaulité 2024. Thème : infrastructure.,,,,actif,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg,long,valeur,Execellante Qaulité 2024,territoire_id
278,Qualité Suffisante 2021,Qualité Suffisante 2021,infrastructure,Qualité Suffisante 2021. Thème : infrastructure.,,,,actif,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg,long,valeur,Qualité Suffisante 2021,territoire_id
279,Qualité Suffisante 2022,Qualité Suffisante 2022,infrastructure,Qualité Suffisante 2022. Thème : infrastructure.,,,,actif,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg,long,valeur,Qualité Suffisante 2022,territoire_id
280,Qualité Suffisante 2023,Qualité Suffisante 2023,infrastructure,Qualité Suffisante 2023. Thème : infrastructure.,,,,actif,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg,long,valeur,Qualité Suffisante 2023,territoire_id
281,Qualité Suffisante 2024,Qualité Suffisante 2024,infrastructure,Qualité Suffisante 2024. Thème : infrastructure.,,,,actif,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg,long,valeur,Qualité Suffisante 2024,territoire_id
282,Qualité insuffisante 2021,Qualité insuffisante 2021,infrastructure,Qualité insuffisante 2021. Thème : infrastructure.,,,,actif,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg,long,valeur,Qualité insuffisante 2021,territoire_id
283,Qualité insuffisante 2022,Qualité insuffisante 2022,infrastructure,Qualité insuffisante 2022. Thème : infrastructure.,,,,actif,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg,long,valeur,Qualité insuffisante 2022,territoire_id
284,Qualité insuffisante 2023,Qualité insuffisante 2023,infrastructure,Qualité insuffisante 2023. Thème : infrastructure.,,,,actif,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg,long,valeur,Qualité insuffisante 2023,territoire_id
285,Qualité insuffisante 2024,Qualité insuffisante 2024,infrastructure,Qualité insuffisante 2024. Thème : infrastructure.,,,,actif,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg,long,valeur,Qualité insuffisante 2024,territoire_id
286,Evolution du nombre de plages par reg — Total 2021,Total 2021,infrastructure,Evolution du nombre de plages par reg — Total 2021. Thème : infrastructure.,nombre,,,actif,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg,long,valeur,Total 2021,territoire_id
287,Evolution du nombre de plages par reg — Total 2022,Total 2022,infrastructure,Evolution du nombre de plages par reg — Total 2022. Thème : infrastructure.,nombre,,,actif,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg,long,valeur,Total 2022,territoire_id
288,Evolution du nombre de plages par reg — Total 2023,Total 2023,infrastructure,Evolution du nombre de plages par reg — Total 2023. Thème : infrastructure.,nombre,,,actif,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg,long,valeur,Total 2023,territoire_id
289,Evolution du nombre de plages par reg — Total 2024,Total 2024,infrastructure,Evolution du nombre de plages par reg — Total 2024. Thème : infrastructure.,nombre,,,actif,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg,long,valeur,Total 2024,territoire_id
290,nbre_prelevements_2021,nbre_prelevements_2021,infrastructure,nbre_prelevements_2021. Thème : infrastructure.,,,,actif,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg_2,long,valeur,nbre_prelevements_2021,territoire_id
291,nbre_prelevements_2022,nbre_prelevements_2022,infrastructure,nbre_prelevements_2022. Thème : infrastructure.,,,,actif,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg_2,long,valeur,nbre_prelevements_2022,territoire_id
292,nbre_prelevements_2023,nbre_prelevements_2023,infrastructure,nbre_prelevements_2023. Thème : infrastructure.,,,,actif,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg_2,long,valeur,nbre_prelevements_2023,territoire_id
293,nbre_prelevements_2024,nbre_prelevements_2024,infrastructure,nbre_prelevements_2024. Thème : infrastructure.,,,,actif,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg_2,long,valeur,nbre_prelevements_2024,territoire_id
294,nbre_stations_2021,nbre_stations_2021,infrastructure,nbre_stations_2021. Thème : infrastructure.,,,,actif,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg_2,long,valeur,nbre_stations_2021,territoire_id
295,nbre_stations_2022,nbre_stations_2022,infrastructure,nbre_stations_2022. Thème : infrastructure.,,,,actif,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg_2,long,valeur,nbre_stations_2022,territoire_id
296,nbre_stations_2023,nbre_stations_2023,infrastructure,nbre_stations_2023. Thème : infrastructure.,,,,actif,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg_2,long,valeur,nbre_stations_2023,territoire_id
297,nbre_stations_2024,nbre_stations_2024,infrastructure,nbre_stations_2024. Thème : infrastructure.,,,,actif,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg_2,long,valeur,nbre_stations_2024,territoire_id
298,plages_evolution_total 2021,plages_evolution_total 2021,infrastructure,plages_evolution_total 2021. Thème : infrastructure.,,,,actif,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg_3,long,valeur,plages_evolution_total 2021,territoire_id
299,plages_evolution_total 2022,plages_evolution_total 2022,infrastructure,plages_evolution_total 2022. Thème : infrastructure.,,,,actif,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg_3,long,valeur,plages_evolution_total 2022,territoire_id
300,plages_evolution_total 2023,plages_evolution_total 2023,infrastructure,plages_evolution_total 2023. Thème : infrastructure.,,,,actif,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg_3,long,valeur,plages_evolution_total 2023,territoire_id
301,plages_evolution_total 2024,plages_evolution_total 2024,infrastructure,plages_evolution_total 2024. Thème : infrastructure.,,,,actif,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg_3,long,valeur,plages_evolution_total 2024,territoire_id
302,Mouvements des avions selon les a rop — total,total_general,infrastructure,Mouvements des avions selon les a rop — total. Thème : infrastructure.,,,,actif,infrastructure_cleaned_mouvements_des_avions_selon_les_a_rop,long,valeur,total_general,territoire_id
303,trafic_commercial,trafic_commercial,infrastructure,trafic_commercial. Thème : infrastructure.,,,,actif,infrastructure_cleaned_mouvements_des_avions_selon_les_a_rop,long,valeur,trafic_commercial,territoire_id
304,trafic_non_commercial,trafic_non_commercial,infrastructure,trafic_non_commercial. Thème : infrastructure.,,,,actif,infrastructure_cleaned_mouvements_des_avions_selon_les_a_rop,long,valeur,trafic_non_commercial,territoire_id
305,routes_nationales_dont_revetues_km,routes_nationales_dont_revetues_km,infrastructure,routes_nationales_dont_revetues_km. Thème : infrastructure.,,,,actif,infrastructure_cleaned_routes_2024_routes_longueur_2024,long,valeur,routes_nationales_dont_revetues_km,territoire_id
306,routes_nationales_total_km,routes_nationales_total_km,infrastructure,routes_nationales_total_km. Thème : infrastructure.,,,,actif,infrastructure_cleaned_routes_2024_routes_longueur_2024,long,valeur,routes_nationales_total_km,territoire_id
307,routes_provinciales_dont_revetues_km,routes_provinciales_dont_revetues_km,infrastructure,routes_provinciales_dont_revetues_km. Thème : infrastructure.,,,,actif,infrastructure_cleaned_routes_2024_routes_longueur_2024,long,valeur,routes_provinciales_dont_revetues_km,territoire_id
308,routes_provinciales_total_km,routes_provinciales_total_km,infrastructure,routes_provinciales_total_km. Thème : infrastructure.,,,,actif,infrastructure_cleaned_routes_2024_routes_longueur_2024,long,valeur,routes_provinciales_total_km,territoire_id
309,routes_regionales_dont_revetues_km,routes_regionales_dont_revetues_km,infrastructure,routes_regionales_dont_revetues_km. Thème : infrastructure.,,,,actif,infrastructure_cleaned_routes_2024_routes_longueur_2024,long,valeur,routes_regionales_dont_revetues_km,territoire_id
310,routes_regionales_total_km,routes_regionales_total_km,infrastructure,routes_regionales_total_km. Thème : infrastructure.,,,,actif,infrastructure_cleaned_routes_2024_routes_longueur_2024,long,valeur,routes_regionales_total_km,territoire_id
311,autoroutes_km,autoroutes_km,infrastructure,autoroutes_km. Thème : infrastructure.,,,,actif,infrastructure_cleaned_routes_2024_routes_provinces_2024,long,valeur,autoroutes_km,territoire_id
312,niveau_fragilite_transport,niveau_fragilite_transport,infrastructure,niveau_fragilite_transport. Thème : infrastructure.,,,,actif,infrastructure_cleaned_routes_2024_routes_provinces_2024,long,valeur,niveau_fragilite_transport,territoire_id
313,part_autoroute_pct_du_reseau,part_autoroute_pct_du_reseau,infrastructure,part_autoroute_pct_du_reseau. Thème : infrastructure.,%,,,actif,infrastructure_cleaned_routes_2024_routes_provinces_2024,long,valeur,part_autoroute_pct_du_reseau,territoire_id
314,part_routes_provinciales_pct,part_routes_provinciales_pct,infrastructure,part_routes_provinciales_pct. Thème : infrastructure.,%,,,actif,infrastructure_cleaned_routes_2024_routes_provinces_2024,long,valeur,part_routes_provinciales_pct,territoire_id
315,reseau_revetu_km,reseau_revetu_km,infrastructure,reseau_revetu_km. Thème : infrastructure.,,,,actif,infrastructure_cleaned_routes_2024_routes_provinces_2024,long,valeur,reseau_revetu_km,territoire_id
316,reseau_total_km,reseau_total_km,infrastructure,reseau_total_km. Thème : infrastructure.,,,,actif,infrastructure_cleaned_routes_2024_routes_provinces_2024,long,valeur,reseau_total_km,territoire_id
317,routes_nationales_km,routes_nationales_km,infrastructure,routes_nationales_km. Thème : infrastructure.,,,,actif,infrastructure_cleaned_routes_2024_routes_provinces_2024,long,valeur,routes_nationales_km,territoire_id
318,routes_provinciales_km,routes_provinciales_km,infrastructure,routes_provinciales_km. Thème : infrastructure.,,,,actif,infrastructure_cleaned_routes_2024_routes_provinces_2024,long,valeur,routes_provinciales_km,territoire_id
319,routes_regionales_km,routes_regionales_km,infrastructure,routes_regionales_km. Thème : infrastructure.,,,,actif,infrastructure_cleaned_routes_2024_routes_provinces_2024,long,valeur,routes_regionales_km,territoire_id
320,score_fragilite_transport,score_fragilite_transport,infrastructure,score_fragilite_transport. Thème : infrastructure.,,,,actif,infrastructure_cleaned_routes_2024_routes_provinces_2024,long,valeur,score_fragilite_transport,territoire_id
321,taux_revetement_pct,taux_revetement_pct,infrastructure,taux_revetement_pct. Thème : infrastructure.,%,,,actif,infrastructure_cleaned_routes_2024_routes_provinces_2024,long,valeur,taux_revetement_pct,territoire_id
322,electricite_ventes_distributeur_2022,electricite_ventes_distributeur_2022,infrastructure,electricite_ventes_distributeur_2022. Thème : infrastructure.,,,,actif,infrastructure_electricite_ventes_distributeurs,long,valeur,electricite_ventes_distributeur_2022,territoire_id
323,electricite_ventes_distributeur_2023,electricite_ventes_distributeur_2023,infrastructure,electricite_ventes_distributeur_2023. Thème : infrastructure.,,,,actif,infrastructure_electricite_ventes_distributeurs,long,valeur,electricite_ventes_distributeur_2023,territoire_id
324,electricite_ventes_distributeur_2024,electricite_ventes_distributeur_2024,infrastructure,electricite_ventes_distributeur_2024. Thème : infrastructure.,,,,actif,infrastructure_electricite_ventes_distributeurs,long,valeur,electricite_ventes_distributeur_2024,territoire_id
325,electricite_ventes_provinces_2022,electricite_ventes_provinces_2022,infrastructure,electricite_ventes_provinces_2022. Thème : infrastructure.,,,,actif,infrastructure_electricite_ventes_provinces_electricite_vent,long,valeur,electricite_ventes_provinces_2022,territoire_id
326,electricite_ventes_provinces_2023,electricite_ventes_provinces_2023,infrastructure,electricite_ventes_provinces_2023. Thème : infrastructure.,,,,actif,infrastructure_electricite_ventes_provinces_electricite_vent,long,valeur,electricite_ventes_provinces_2023,territoire_id
327,electricite_ventes_provinces_2024,electricite_ventes_provinces_2024,infrastructure,electricite_ventes_provinces_2024. Thème : infrastructure.,,,,actif,infrastructure_electricite_ventes_provinces_electricite_vent,long,valeur,electricite_ventes_provinces_2024,territoire_id
328,Niveau d'études de la population âgée de 25 ans et plus (%),Niveau d'études de la population âgée de 25 ans et plus (%),socio_economic,Niveau d'études de la population âgée de 25 ans et plus (%). Thème : socio_economic.,%,,,actif,socio_economic_cleaned_capital_humain_cleaned_capital_humain,long,valeur,Niveau d'études de la population âgée de 25 ans et plus (%),territoire_id
329,Nombre moyen d'années d'études dans l'enseignement général,Nombre moyen d'années d'études dans l'enseignement général,socio_economic,Nombre moyen d'années d'études dans l'enseignement général. Thème : socio_economic.,nombre,,,actif,socio_economic_cleaned_capital_humain_cleaned_capital_humain,long,valeur,Nombre moyen d'années d'études dans l'enseignement général,territoire_id
330,Capital humain cleaned capital humain — Population alphabète de 10 ans et plus,Population alphabète de 10 ans et plus,socio_economic,Capital humain cleaned capital humain — Population alphabète de 10 ans et plus. Thème : socio_economic.,hab,,,actif,socio_economic_cleaned_capital_humain_cleaned_capital_humain,long,valeur,Population alphabète de 10 ans et plus,territoire_id
331,Capital humain cleaned capital humain — Population de 10 ans et plus,Population de 10 ans et plus,socio_economic,Capital humain cleaned capital humain — Population de 10 ans et plus. Thème : socio_economic.,hab,,,actif,socio_economic_cleaned_capital_humain_cleaned_capital_humain,long,valeur,Population de 10 ans et plus,territoire_id
332,Capital humain cleaned capital humain — Population de 15 ans et plus,Population de 15 ans et plus,socio_economic,Capital humain cleaned capital humain — Population de 15 ans et plus. Thème : socio_economic.,hab,,,actif,socio_economic_cleaned_capital_humain_cleaned_capital_humain,long,valeur,Population de 15 ans et plus,territoire_id
333,Capital humain cleaned capital humain — Population de 7-12 ans,Population de 7-12 ans,socio_economic,Capital humain cleaned capital humain — Population de 7-12 ans. Thème : socio_economic.,hab,,,actif,socio_economic_cleaned_capital_humain_cleaned_capital_humain,long,valeur,Population de 7-12 ans,territoire_id
334,Capital humain cleaned capital humain — Taux d'analphabétisme des 10 ans et plus (%),Taux d'analphabétisme des 10 ans et plus (%),socio_economic,Capital humain cleaned capital humain — Taux d'analphabétisme des 10 ans et plus (%). Thème : socio_economic.,%,,,actif,socio_economic_cleaned_capital_humain_cleaned_capital_humain,long,valeur,Taux d'analphabétisme des 10 ans et plus (%),territoire_id
335,Capital humain cleaned capital humain — Taux d'analphabétisme des 15 ans et plus (%),Taux d'analphabétisme des 15 ans et plus (%),socio_economic,Capital humain cleaned capital humain — Taux d'analphabétisme des 15 ans et plus (%). Thème : socio_economic.,%,,,actif,socio_economic_cleaned_capital_humain_cleaned_capital_humain,long,valeur,Taux d'analphabétisme des 15 ans et plus (%),territoire_id
336,Taux d'analphabétisme selon les groupes d’âges (%),Taux d'analphabétisme selon les groupes d’âges (%),socio_economic,Taux d'analphabétisme selon les groupes d’âges (%). Thème : socio_economic.,%,,,actif,socio_economic_cleaned_capital_humain_cleaned_capital_humain,long,valeur,Taux d'analphabétisme selon les groupes d’âges (%),territoire_id
337,Taux de scolarisation des 12-17 ans en 2023/2024 (%),Taux de scolarisation des 12-17 ans en 2023/2024 (%),socio_economic,Taux de scolarisation des 12-17 ans en 2023/2024 (%). Thème : socio_economic.,%,,,actif,socio_economic_cleaned_capital_humain_cleaned_capital_humain,long,valeur,Taux de scolarisation des 12-17 ans en 2023/2024 (%),territoire_id
338,Taux de scolarisation des 4- 5 ans en 2023/2024 (%),Taux de scolarisation des 4- 5 ans en 2023/2024 (%),socio_economic,Taux de scolarisation des 4- 5 ans en 2023/2024 (%). Thème : socio_economic.,%,,,actif,socio_economic_cleaned_capital_humain_cleaned_capital_humain,long,valeur,Taux de scolarisation des 4- 5 ans en 2023/2024 (%),territoire_id
367,Dataset fracture numerique fracture numerique — internet_utilisation_pct_5ansplus,internet_utilisation_pct_5ansplus,socio_economic,Dataset fracture numerique fracture numerique — internet_utilisation_pct_5ansplus. Thème : socio_economic.,%,,,actif,socio_economic_dataset_fracture_numerique_fracture_numerique,long,valeur,internet_utilisation_pct_5ansplus,territoire_id
368,Dataset fracture numerique fracture numerique — ordinateur_personnel_pct_5ansplus,ordinateur_personnel_pct_5ansplus,socio_economic,Dataset fracture numerique fracture numerique — ordinateur_personnel_pct_5ansplus. Thème : socio_economic.,%,,,actif,socio_economic_dataset_fracture_numerique_fracture_numerique,long,valeur,ordinateur_personnel_pct_5ansplus,territoire_id
369,Dataset fracture numerique fracture numerique — telephone_mobile_pct_5ansplus,telephone_mobile_pct_5ansplus,socio_economic,Dataset fracture numerique fracture numerique — telephone_mobile_pct_5ansplus. Thème : socio_economic.,%,,,actif,socio_economic_dataset_fracture_numerique_fracture_numerique,long,valeur,telephone_mobile_pct_5ansplus,territoire_id
370,Dataset fracture numerique provinces 2024,ordinateur_personnel_pct_5ansplus,socio_economic,Dataset fracture numerique provinces 2024. Thème : socio_economic.,,,,actif,socio_economic_dataset_fracture_numerique_provinces_2024,large,ordinateur_personnel_pct_5ansplus,,territoire_id
371,"Dataset fracture numerique provinces 2024 (socio_economic, id371)",internet_utilisation_pct_5ansplus,socio_economic,"Dataset fracture numerique provinces 2024 (socio_economic, id371). Thème : socio_economic.",,,,actif,socio_economic_dataset_fracture_numerique_provinces_2024,large,internet_utilisation_pct_5ansplus,,territoire_id
372,"Dataset fracture numerique provinces 2024 (socio_economic, id372)",telephone_mobile_pct_5ansplus,socio_economic,"Dataset fracture numerique provinces 2024 (socio_economic, id372). Thème : socio_economic.",,,,actif,socio_economic_dataset_fracture_numerique_provinces_2024,large,telephone_mobile_pct_5ansplus,,territoire_id
375,Dataset fracture numerique detail milieu — telephone_mobile_pct_5ansplus,telephone_mobile_pct_5ansplus,socio_economic,Dataset fracture numerique detail milieu — telephone_mobile_pct_5ansplus. Thème : socio_economic.,%,,,actif,socio_economic_dataset_fracture_numerique_detail_milieu,long,valeur,telephone_mobile_pct_5ansplus,territoire_id
376,Langues locales utilisées (non exclusives) (%) - Darija,Langues locales utilisées (non exclusives) (%) - Darija,socio_economic,Langues locales utilisées (non exclusives) (%) - Darija. Thème : socio_economic.,%,,,actif,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Langues locales utilisées (non exclusives) (%) - Darija,territoire_id
377,Langues locales utilisées (non exclusives) (%) - Hassania,Langues locales utilisées (non exclusives) (%) - Hassania,socio_economic,Langues locales utilisées (non exclusives) (%) - Hassania. Thème : socio_economic.,%,,,actif,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Langues locales utilisées (non exclusives) (%) - Hassania,territoire_id
378,Langues locales utilisées (non exclusives) (%) - Tachelhit,Langues locales utilisées (non exclusives) (%) - Tachelhit,socio_economic,Langues locales utilisées (non exclusives) (%) - Tachelhit. Thème : socio_economic.,%,,,actif,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Langues locales utilisées (non exclusives) (%) - Tachelhit,territoire_id
379,Langues locales utilisées (non exclusives) (%) - Tamazight,Langues locales utilisées (non exclusives) (%) - Tamazight,socio_economic,Langues locales utilisées (non exclusives) (%) - Tamazight. Thème : socio_economic.,%,,,actif,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Langues locales utilisées (non exclusives) (%) - Tamazight,territoire_id
380,Langues locales utilisées (non exclusives) (%) - Tarifit,Langues locales utilisées (non exclusives) (%) - Tarifit,socio_economic,Langues locales utilisées (non exclusives) (%) - Tarifit. Thème : socio_economic.,%,,,actif,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Langues locales utilisées (non exclusives) (%) - Tarifit,territoire_id
381,Population active de 15 ans et plus,Population active de 15 ans et plus,socio_economic,Population active de 15 ans et plus. Thème : socio_economic.,hab,,,actif,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Population active de 15 ans et plus,territoire_id
382,Population active occupée de 15 ans et plus,Population active occupée de 15 ans et plus,socio_economic,Population active occupée de 15 ans et plus. Thème : socio_economic.,hab,,,actif,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Population active occupée de 15 ans et plus,territoire_id
383,Population inactive de 15 ans et plus,Population inactive de 15 ans et plus,socio_economic,Population inactive de 15 ans et plus. Thème : socio_economic.,hab,,,actif,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Population inactive de 15 ans et plus,territoire_id
384,Statut professionnel des actifs occupés de 15 ans et plus (%) - Aide familial,Statut professionnel des actifs occupés de 15 ans et plus (%) - Aide familial,socio_economic,Statut professionnel des actifs occupés de 15 ans et plus (%) - Aide familial. Thème : socio_economic.,%,,,actif,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Statut professionnel des actifs occupés de 15 ans et plus (%) - Aide familial,territoire_id
385,Statut professionnel des actifs occupés de 15 ans et plus (%) - Apprenti,Statut professionnel des actifs occupés de 15 ans et plus (%) - Apprenti,socio_economic,Statut professionnel des actifs occupés de 15 ans et plus (%) - Apprenti. Thème : socio_economic.,%,,,actif,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Statut professionnel des actifs occupés de 15 ans et plus (%) - Apprenti,territoire_id
386,Statut professionnel des actifs occupés de 15 ans et plus (%) - Autre,Statut professionnel des actifs occupés de 15 ans et plus (%) - Autre,socio_economic,Statut professionnel des actifs occupés de 15 ans et plus (%) - Autre. Thème : socio_economic.,%,,,actif,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Statut professionnel des actifs occupés de 15 ans et plus (%) - Autre,territoire_id
387,Statut professionnel des actifs occupés de 15 ans et plus (%) - Coopérateur/Associé,Statut professionnel des actifs occupés de 15 ans et plus (%) - Coopérateur/Associé,socio_economic,Statut professionnel des actifs occupés de 15 ans et plus (%) - Coopérateur/Associé. Thème : socio_economic.,%,,,actif,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Statut professionnel des actifs occupés de 15 ans et plus (%) - Coopérateur/Associé,territoire_id
388,Statut professionnel des actifs occupés de 15 ans et plus (%) - Employeur,Statut professionnel des actifs occupés de 15 ans et plus (%) - Employeur,socio_economic,Statut professionnel des actifs occupés de 15 ans et plus (%) - Employeur. Thème : socio_economic.,%,,,actif,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Statut professionnel des actifs occupés de 15 ans et plus (%) - Employeur,territoire_id
389,Statut professionnel des actifs occupés de 15 ans et plus (%) - Indépendant,Statut professionnel des actifs occupés de 15 ans et plus (%) - Indépendant,socio_economic,Statut professionnel des actifs occupés de 15 ans et plus (%) - Indépendant. Thème : socio_economic.,%,,,actif,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Statut professionnel des actifs occupés de 15 ans et plus (%) - Indépendant,territoire_id
390,Statut professionnel des actifs occupés de 15 ans et plus (%) - Salarié du secteur privé,Statut professionnel des actifs occupés de 15 ans et plus (%) - Salarié du secteur privé,socio_economic,Statut professionnel des actifs occupés de 15 ans et plus (%) - Salarié du secteur privé. Thème : socio_economic.,%,,,actif,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Statut professionnel des actifs occupés de 15 ans et plus (%) - Salarié du secteur privé,territoire_id
391,Statut professionnel des actifs occupés de 15 ans et plus (%) - Salarié du secteur public,Statut professionnel des actifs occupés de 15 ans et plus (%) - Salarié du secteur public,socio_economic,Statut professionnel des actifs occupés de 15 ans et plus (%) - Salarié du secteur public. Thème : socio_economic.,%,,,actif,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Statut professionnel des actifs occupés de 15 ans et plus (%) - Salarié du secteur public,territoire_id
392,Taux d'activité des 15 ans et plus (%),Taux d'activité des 15 ans et plus (%),socio_economic,Taux d'activité des 15 ans et plus (%). Thème : socio_economic.,%,,,actif,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Taux d'activité des 15 ans et plus (%),territoire_id
393,Taux de chômage (%),Taux de chômage (%),socio_economic,Taux de chômage (%). Thème : socio_economic.,%,,,actif,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Taux de chômage (%),territoire_id
394,Rgph2024 population socio econo rgph2024 popu — Taux de prévalence du handicap (%),Taux de prévalence du handicap (%),socio_economic,Rgph2024 population socio econo rgph2024 popu — Taux de prévalence du handicap (%). Thème : socio_economic.,%,,,actif,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Taux de prévalence du handicap (%),territoire_id
402,Population urbaine (RGPH 2024),Population urbaine (RGPH 2024),demography,Population urbaine (RGPH 2024). Thème : demography.,hab,HCP — RGPH 2024,2024.0,validé,demo_population_milieu,long,valeur,pop_urbain,territoire_id
