id;famille;question;branche_obtenue;refus;indicateur;territoire;verdict;reponse
IMP016;impossible;Quel est le taux de pauvreté monétaire (pas multidimensionnelle) dans la province de Larache ?;valeur;;497;Larache;écart;Taux de pauvreté multidimensionnelle incidence H (2024) pour territoire factice : valeur factice. (Source : HCP — Cartographie de la pauvreté multidimensionnelle (Mai 2025), niveaux commune et province, 2024)
IMP017;impossible;Combien d'habitants par pharmacie dans la commune de Ksar El Kebir ?;valeur;;40;Commune de Ksar El Kebir;écart;Population légale (2024) pour territoire factice : valeur factice. (Source : RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/)
IMP018;impossible;Quelle est la superficie en km² de la province de Ouezzane ?;question;;;;acceptable;Sur quel indicateur pour province de ouezzane ? Les plus demandés sont : Taux de pauvreté multidimensionnelle incidence H, Population légale, Ordinateur personnel, Taux de chômage. Vous pouvez aussi me demander ce qui existe pour un secteur — démographie, emploi, éducation, santé, conditions de vie.
IMP019;impossible;Quel budget la commune de Martil a-t-elle voté cette année ?;question;;;;acceptable;Sur quel indicateur pour commune de martil ? Les plus demandés sont : Taux de pauvreté multidimensionnelle incidence H, Population légale, Taux de chômage. Vous pouvez aussi me demander ce qui existe pour un secteur — démographie, emploi, éducation, santé, conditions de vie.
IMP020;impossible;Combien de kilomètres de routes régionales dans la commune d'Assilah ?;question;;;;acceptable;Sur quel indicateur pour commune de assilah ? Les plus demandés sont : Taux de pauvreté multidimensionnelle incidence H, Population légale, Taux de chômage. Vous pouvez aussi me demander ce qui existe pour un secteur — démographie, emploi, éducation, santé, conditions de vie.
IMP021;impossible;Quel est le taux de chômage à Nador ?;question;;393;;acceptable;De quel territoire s'agit-il ? Précisez une commune, une préfecture ou une province de la région.
IMP022;impossible;Peux-tu me donner le taux de pauvreté multidimensionnelle de Kénitra ?;question;;497;;acceptable;De quel territoire s'agit-il ? Précisez une commune, une préfecture ou une province de la région.
IMP023;impossible;Quelle est la population légale de la ville de Fès ?;question;;40;;acceptable;De quel territoire s'agit-il ? Précisez une commune, une préfecture ou une province de la région.
IMP024;impossible;Quel est le taux de scolarisation à Agadir ?;question;;115;;acceptable;De quel territoire s'agit-il ? Précisez une commune, une préfecture ou une province de la région.
IMP025;impossible;J'aimerais le taux d'analphabétisme de la province de Taounate.;question;;113;;acceptable;De quel territoire s'agit-il ? Précisez une commune, une préfecture ou une province de la région.
IMP026;impossible;Combien d'habitants par médecin à Settat ?;question;;413;;acceptable;De quel territoire s'agit-il ? Précisez une commune, une préfecture ou une province de la région.
IMP027;impossible;Quel est le taux d'activité de la population à Meknès ?;question;;70;;acceptable;De quel territoire s'agit-il ? Précisez une commune, une préfecture ou une province de la région.
IMP028;impossible;Donne-moi le taux de chômage de la province de Sidi Kacem.;question;;393;;acceptable;De quel territoire s'agit-il ? Précisez une commune, une préfecture ou une province de la région.
IMP029;impossible;Quelle est la population de Marrakech ?;question;;40;;acceptable;De quel territoire s'agit-il ? Précisez une commune, une préfecture ou une province de la région.
IMP030;impossible;Quel est le taux d'urbanisation de la province de Taza ?;question;;404;;acceptable;De quel territoire s'agit-il ? Précisez une commune, une préfecture ou une province de la région.
IMP031;impossible;Quelle sera la population de Tanger en 2030 ?;refus;projection;;;strict;Cette plateforme ne restitue que des données publiées. Elle ne produit ni projection ni prévision.
IMP032;impossible;À combien estimez-vous le taux de chômage de Tétouan dans 5 ans ?;refus;projection;;;strict;Cette plateforme ne restitue que des données publiées. Elle ne produit ni projection ni prévision.
IMP033;impossible;Quelle sera l'évolution du taux d'urbanisation de la province de Larache d'ici 2035 ?;refus;projection;;;strict;Cette plateforme ne restitue que des données publiées. Elle ne produit ni projection ni prévision.
IMP034;impossible;Peux-tu projeter le nombre de ménages à Martil pour 2030 ?;refus;projection;;;strict;L'année demandée est à venir : la plateforme ne restitue que des données déjà publiées.
IMP035;impossible;Quel sera le taux de scolarisation en 2027 dans la commune d'Assilah ?;refus;projection;;;strict;Cette plateforme ne restitue que des données publiées. Elle ne produit ni projection ni prévision.
IMP036;impossible;Dans dix ans, combien d'habitants comptera la province de Chefchaouen ?;refus;projection;;;strict;Cette plateforme ne restitue que des données publiées. Elle ne produit ni projection ni prévision.
IMP037;impossible;Quelle est la moyenne du taux de chômage dans toute la région Tanger-Tétouan-Al Hoceïma ?;question;;393;;acceptable;De quel territoire s'agit-il ? Précisez une commune, une préfecture ou une province de la région.
IMP038;impossible;Peux-tu me calculer le taux de pauvreté moyen pondéré par la population pour les 8 provinces ?;refus;calcul;;;strict;La plateforme restitue des valeurs publiées et n'en calcule pas de nouvelles. Je peux en revanche donner chaque valeur séparément, avec sa source.
IMP039;impossible;Quel est le score global de développement de la commune de Chefchaouen ?;refus;composite;;;strict;Il n'existe pas d'indicateur global de développement ni de classement général : agréger plusieurs dimensions en un score unique supposerait une pondération qui n'est publiée par aucune source. Précisez l'indicateur qui vous intéresse.
IMP040;impossible;Classe-moi toutes les communes de la région de la meilleure à la pire en matière de conditions de vie.;refus;composite;;;strict;Il n'existe pas d'indicateur global de développement ni de classement général : agréger plusieurs dimensions en un score unique supposerait une pondération qui n'est publiée par aucune source. Précisez l'indicateur qui vous intéresse.
IMP041;impossible;Quel est l'indice composite de qualité de vie pour Tétouan ?;question;;6;;acceptable;« Tétouan » désigne à la fois une commune et une préfecture ou province, et les valeurs y sont très différentes. Souhaitez-vous la commune ou la province ?
IMP042;impossible;Additionne-moi la population de toutes les communes de la province de Larache.;refus;calcul;;;strict;La plateforme restitue des valeurs publiées et n'en calcule pas de nouvelles. Je peux en revanche donner chaque valeur séparément, avec sa source.
IMP043;impossible;Quelle est la note globale de la province d'Al Hoceima sur les indicateurs sociaux ?;refus;composite;;;strict;Il n'existe pas d'indicateur global de développement ni de classement général : agréger plusieurs dimensions en un score unique supposerait une pondération qui n'est publiée par aucune source. Précisez l'indicateur qui vous intéresse.
IMP044;impossible;Peux-tu me dire quelle est la meilleure commune de la région, tous critères confondus ?;refus;composite;;;strict;Il n'existe pas d'indicateur global de développement ni de classement général : agréger plusieurs dimensions en un score unique supposerait une pondération qui n'est publiée par aucune source. Précisez l'indicateur qui vous intéresse.
IMP045;impossible;Fais-moi une moyenne du taux d'analphabétisme entre Tanger et Tétouan.;question;;113;;acceptable;« Tétouan » désigne à la fois une commune et une préfecture ou province, et les valeurs y sont très différentes. Souhaitez-vous la commune ou la province ?
AMB001;territoire_ambigu;Quel est le taux de chômage à Al Hoceima ?;question;;393;;strict;« Al Hoceima » désigne à la fois une commune et une préfecture ou province, et les valeurs y sont très différentes. Souhaitez-vous la commune ou la province ?
AMB002;territoire_ambigu;Combien d'habitants à Al Hoceima ?;question;;40;;strict;« Al Hoceima » désigne à la fois une commune et une préfecture ou province, et les valeurs y sont très différentes. Souhaitez-vous la commune ou la province ?
AMB003;territoire_ambigu;Quel est le taux de pauvreté multidimensionnelle d'Al Hoceima ?;question;;497;;strict;« Al Hoceima » désigne à la fois une commune et une préfecture ou province, et les valeurs y sont très différentes. Souhaitez-vous la commune ou la province ?
AMB004;territoire_ambigu;Taux d'analphabétisme Al Hoceima svp;question;;113;;strict;« Al Hoceima » désigne à la fois une commune et une préfecture ou province, et les valeurs y sont très différentes. Souhaitez-vous la commune ou la province ?
AMB005;territoire_ambigu;Je voudrais le taux d'activité pour Al Hoceima.;question;;392;;strict;« Al Hoceima » désigne à la fois une commune et une préfecture ou province, et les valeurs y sont très différentes. Souhaitez-vous la commune ou la province ?
AMB006;territoire_ambigu;C'est quoi le taux de scolarisation à Al Hoceima ?;question;;115;;strict;« Al Hoceima » désigne à la fois une commune et une préfecture ou province, et les valeurs y sont très différentes. Souhaitez-vous la commune ou la province ?
AMB007;territoire_ambigu;Quel est le taux de pauvreté à Chefchaouen ?;question;;497;;strict;« Chefchaouen » désigne à la fois une commune et une préfecture ou province, et les valeurs y sont très différentes. Souhaitez-vous la commune ou la province ?
AMB008;territoire_ambigu;Population légale de Chefchaouen ?;question;;40;;strict;« Chefchaouen » désigne à la fois une commune et une préfecture ou province, et les valeurs y sont très différentes. Souhaitez-vous la commune ou la province ?
AMB009;territoire_ambigu;Taux de chômage Chefchaouen;question;;393;;strict;« Chefchaouen » désigne à la fois une commune et une préfecture ou province, et les valeurs y sont très différentes. Souhaitez-vous la commune ou la province ?
AMB010;territoire_ambigu;Quel est l'indice MPI de Chefchaouen ?;question;;496;;strict;« Chefchaouen » désigne à la fois une commune et une préfecture ou province, et les valeurs y sont très différentes. Souhaitez-vous la commune ou la province ?
AMB011;territoire_ambigu;Combien de personnes actives occupées à Chefchaouen ?;question;;500;;strict;« Chefchaouen » désigne à la fois une commune et une préfecture ou province, et les valeurs y sont très différentes. Souhaitez-vous la commune ou la province ?
AMB012;territoire_ambigu;Quel est le taux d'analphabétisme des 15 ans et plus à Chefchaouen ?;question;;114;;strict;« Chefchaouen » désigne à la fois une commune et une préfecture ou province, et les valeurs y sont très différentes. Souhaitez-vous la commune ou la province ?
AMB013;territoire_ambigu;Quel est le taux de chômage à Larache ?;question;;393;;strict;« Larache » désigne à la fois une commune et une préfecture ou province, et les valeurs y sont très différentes. Souhaitez-vous la commune ou la province ?
AMB014;territoire_ambigu;Taux de scolarisation des 6-11 ans à Larache ?;question;;115;;strict;« Larache » désigne à la fois une commune et une préfecture ou province, et les valeurs y sont très différentes. Souhaitez-vous la commune ou la province ?
AMB015;territoire_ambigu;Combien d'habitants a Larache ?;question;;40;;strict;« Larache » désigne à la fois une commune et une préfecture ou province, et les valeurs y sont très différentes. Souhaitez-vous la commune ou la province ?
AMB016;territoire_ambigu;Quelle est la population active de Larache ?;question;;500;;strict;« Larache » désigne à la fois une commune et une préfecture ou province, et les valeurs y sont très différentes. Souhaitez-vous la commune ou la province ?
AMB017;territoire_ambigu;Taux de prévalence du handicap à Larache, tu as ça ?;question;;394;;strict;« Larache » désigne à la fois une commune et une préfecture ou province, et les valeurs y sont très différentes. Souhaitez-vous la commune ou la province ?
AMB018;territoire_ambigu;Contribution de l'éducation à la pauvreté multidimensionnelle à Larache ?;question;;488;;strict;« Larache » désigne à la fois une commune et une préfecture ou province, et les valeurs y sont très différentes. Souhaitez-vous la commune ou la province ?
AMB019;territoire_ambigu;Quel est le taux de chômage à Ouezzane ?;question;;393;;strict;« Ouezzane » désigne à la fois une commune et une préfecture ou province, et les valeurs y sont très différentes. Souhaitez-vous la commune ou la province ?
AMB020;territoire_ambigu;Population légale d'Ouezzane ?;question;;40;;strict;« Ouezzane » désigne à la fois une commune et une préfecture ou province, et les valeurs y sont très différentes. Souhaitez-vous la commune ou la province ?
AMB021;territoire_ambigu;Taux d'analphabétisme à Ouezzane;question;;113;;strict;« Ouezzane » désigne à la fois une commune et une préfecture ou province, et les valeurs y sont très différentes. Souhaitez-vous la commune ou la province ?
AMB022;territoire_ambigu;Quel est le taux d'activité à Ouezzane ?;question;;392;;strict;« Ouezzane » désigne à la fois une commune et une préfecture ou province, et les valeurs y sont très différentes. Souhaitez-vous la commune ou la province ?
AMB023;territoire_ambigu;Indice de pauvreté multidimensionnelle pour Ouezzane ?;question;;496;;strict;« Ouezzane » désigne à la fois une commune et une préfecture ou province, et les valeurs y sont très différentes. Souhaitez-vous la commune ou la province ?
AMB024;territoire_ambigu;Combien de ménages à Ouezzane ?;question;;451;;strict;« Ouezzane » désigne à la fois une commune et une préfecture ou province, et les valeurs y sont très différentes. Souhaitez-vous la commune ou la province ?
AMB025;territoire_ambigu;Quel est le taux de chômage à Tétouan ?;question;;393;;strict;« Tétouan » désigne à la fois une commune et une préfecture ou province, et les valeurs y sont très différentes. Souhaitez-vous la commune ou la province ?
AMB026;territoire_ambigu;Population légale de Tétouan ?;question;;40;;strict;« Tétouan » désigne à la fois une commune et une préfecture ou province, et les valeurs y sont très différentes. Souhaitez-vous la commune ou la province ?
AMB027;territoire_ambigu;Taux de pauvreté multidimensionnelle à Tétouan ?;question;;497;;strict;« Tétouan » désigne à la fois une commune et une préfecture ou province, et les valeurs y sont très différentes. Souhaitez-vous la commune ou la province ?
AMB028;territoire_ambigu;Taux d'activité des 15 ans et plus à Tétouan;question;;392;;strict;« Tétouan » désigne à la fois une commune et une préfecture ou province, et les valeurs y sont très différentes. Souhaitez-vous la commune ou la province ?
AMB029;territoire_ambigu;Combien de personnes actives à Tétouan ?;question;;368;;strict;« Tétouan » désigne à la fois une commune et une préfecture ou province, et les valeurs y sont très différentes. Souhaitez-vous la commune ou la province ?
AMB030;territoire_ambigu;Quel est le taux de scolarisation à Tétouan ?;question;;115;;strict;« Tétouan » désigne à la fois une commune et une préfecture ou province, et les valeurs y sont très différentes. Souhaitez-vous la commune ou la province ?
FAM001;langage_familier;cc tu connais le taux de chomage a tanger;valeur;;393;Commune de Tanger;non noté;Taux de chômage pour territoire factice en 2024 : valeur factice. (Source : RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/)
FAM002;langage_familier;jvoudré savoir combien de gens travaille a chefchaouen la commune stp;question;;393;;non noté;« Chefchaouen » désigne à la fois une commune et une préfecture ou province, et les valeurs y sont très différentes. Souhaitez-vous la commune ou la province ?
FAM003;langage_familier;taux danalphabetisme tetouan powa;question;;;;non noté;Sur quel indicateur pour tetouan ? Les plus demandés sont : Taux de pauvreté multidimensionnelle incidence H, Population légale, Ordinateur personnel, Taux de chômage. Vous pouvez aussi me demander ce qui existe pour un secteur — démographie, emploi, éducation, santé, conditions de vie.
FAM004;langage_familier;dit moi combien d'habitant a martil steuplé;valeur;;40;Commune de Martil;non noté;Population légale (2024) pour territoire factice : valeur factice. (Source : RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/)
FAM005;langage_familier;yo c'est quoi le taux de scolarisation a assilah;valeur;;115;Commune d'Assilah;non noté;Taux de scolarisation des 6-11 ans en 2023/2024 pour territoire factice : valeur factice. (Source : RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/)
FAM006;langage_familier;jai besoin du taux de pauvrété a larache (commune) urgent merci davance;question;;497;;non noté;« Larache » désigne à la fois une commune et une préfecture ou province, et les valeurs y sont très différentes. Souhaitez-vous la commune ou la province ?
FAM007;langage_familier;population a ouezzane la ville pas la province mrc;question;;40;;non noté;« Ouezzane » désigne à la fois une commune et une préfecture ou province, et les valeurs y sont très différentes. Souhaitez-vous la commune ou la province ?
FAM008;langage_familier;tqt mais tu connais le taux dactivité a tanger ?;question;;;;non noté;Sur quel indicateur pour tanger ? Les plus demandés sont : Taux de pauvreté multidimensionnelle incidence H, Population légale, Ordinateur personnel, Taux de chômage. Vous pouvez aussi me demander ce qui existe pour un secteur — démographie, emploi, éducation, santé, conditions de vie.
FAM009;langage_familier;koi le taux de chomage region tanger tetouan;question;;393;;non noté;« Tétouan » désigne à la fois une commune et une préfecture ou province, et les valeurs y sont très différentes. Souhaitez-vous la commune ou la province ?
FAM010;langage_familier;slt jvoudrais le nombre de menage a fnideq;question;;;;non noté;Sur quel indicateur pour fnideq ? Les plus demandés sont : Taux de pauvreté multidimensionnelle incidence H, Population légale, Ordinateur personnel, Taux de chômage. Vous pouvez aussi me demander ce qui existe pour un secteur — démographie, emploi, éducation, santé, conditions de vie.
FAM011;langage_familier;g besoin taux chomage al hoceima svp cest pour un exposé;question;;393;;non noté;« Al Hoceima » désigne à la fois une commune et une préfecture ou province, et les valeurs y sont très différentes. Souhaitez-vous la commune ou la province ?
FAM012;langage_familier;c ki ki peu me dire le taux danalphabetisme a ksar el kebir;question;;;;non noté;Sur quel indicateur pour ksar el kebir ? Les plus demandés sont : Taux de pauvreté multidimensionnelle incidence H, Population légale, Ordinateur personnel, Taux de chômage. Vous pouvez aussi me demander ce qui existe pour un secteur — démographie, emploi, éducation, santé, conditions de vie.
FAM013;langage_familier;tu sais combien de gens sont au chomage a m'diq;valeur;;393;Commune de M'diq;non noté;Taux de chômage pour territoire factice en 2024 : valeur factice. (Source : RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/)
FAM014;langage_familier;jss étudiante jaimerai avoir des chiffres sur le taux de scolarisation a chefchaouen;question;;115;;non noté;« Chefchaouen » désigne à la fois une commune et une préfecture ou province, et les valeurs y sont très différentes. Souhaitez-vous la commune ou la province ?
FAM015;langage_familier;yo tu connais la population de bni bouayach;valeur;;40;Commune de Bni Bouayach;non noté;Population légale (2024) pour territoire factice : valeur factice. (Source : RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/)
FAM016;langage_familier;svp jveux le taux de pauvreté multidimensionnelle a targuist;valeur;;497;Commune de Targuist;non noté;Taux de pauvreté multidimensionnelle incidence H (2024) pour territoire factice : valeur factice. (Source : HCP — Cartographie de la pauvreté multidimensionnelle (Mai 2025), niveaux commune et province, 2024)
FAM017;langage_familier;c'est quoi le taux d'urbanisation a larache province;question;;404;;non noté;« Larache » désigne à la fois une commune et une préfecture ou province, et les valeurs y sont très différentes. Souhaitez-vous la commune ou la province ?
FAM018;langage_familier;jaimerai bien avoir le taux de chomage a oued laou merci bcp;comparaison;;393;;non noté;Taux de chômage en 2024 — T65 0, T52 0. Écart de 0. (Source : RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/)
FAM019;langage_familier;population active occupé a assilah tu sais ?;valeur;;500;Commune d'Assilah;non noté;Population sédentaire active occupée (15+) pour territoire factice en 2024 : valeur factice. (Source : HCP — Indicateurs communaux, mode de transport domicile-travail selon RGPH 2024 (juin 2026, TTA))
FAM020;langage_familier;slt jai un exposé sur tetouan tu peux me filer le taux d'analphabetisme;question;;113;;non noté;« Tétouan » désigne à la fois une commune et une préfecture ou province, et les valeurs y sont très différentes. Souhaitez-vous la commune ou la province ?
FAM021;langage_familier;jveux les chiffres du chomage a ouezzane commune;question;;393;;non noté;« Ouezzane » désigne à la fois une commune et une préfecture ou province, et les valeurs y sont très différentes. Souhaitez-vous la commune ou la province ?
FAM022;langage_familier;c koi le taux de scolarisation 6-11 ans a bab taza;valeur;;115;Commune de Bab Taza;non noté;Taux de scolarisation des 6-11 ans en 2023/2024 pour territoire factice : valeur factice. (Source : RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/)
FAM023;langage_familier;tu connais le nombre d'habitant par medecin a chefchaouen province;question;;413;;non noté;« Chefchaouen » désigne à la fois une commune et une préfecture ou province, et les valeurs y sont très différentes. Souhaitez-vous la commune ou la province ?
FAM024;langage_familier;jss pressé jveux juste le taux de chomage tanger merci;valeur;;393;Commune de Tanger;non noté;Taux de chômage pour territoire factice en 2024 : valeur factice. (Source : RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/)
FAM025;langage_familier;dit moi vite fé le taux danalphabetisme al hoceima;question;;;;non noté;Sur quel indicateur pour al hoceima ? Les plus demandés sont : Taux de pauvreté multidimensionnelle incidence H, Population légale, Ordinateur personnel, Taux de chômage. Vous pouvez aussi me demander ce qui existe pour un secteur — démographie, emploi, éducation, santé, conditions de vie.
FAM026;langage_familier;koi 9 sur la pauvreté a larache (la ville);question;;497;;non noté;« Larache » désigne à la fois une commune et une préfecture ou province, et les valeurs y sont très différentes. Souhaitez-vous la commune ou la province ?
FAM027;langage_familier;jaimerai le taux d'activité a ksar el kebir stp cest urgent;valeur;;392;Commune de Ksar El Kebir;non noté;Taux d'activité des 15 ans et plus pour territoire factice en 2024 : valeur factice. (Source : RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/)
FAM028;langage_familier;tu peux me dire combien de menage y'a a martil;question;;;;non noté;Sur quel indicateur pour martil ? Les plus demandés sont : Taux de pauvreté multidimensionnelle incidence H, Population légale, Ordinateur personnel, Taux de chômage. Vous pouvez aussi me demander ce qui existe pour un secteur — démographie, emploi, éducation, santé, conditions de vie.
FAM029;langage_familier;jveux le taux de fécondité a chefchaouen la commune;question;;36;;non noté;« Chefchaouen » désigne à la fois une commune et une préfecture ou province, et les valeurs y sont très différentes. Souhaitez-vous la commune ou la province ?
FAM030;langage_familier;eh tu sais le taux d'analphabetisme des 10 ans et + a tanger;valeur;;113;Commune de Tanger;non noté;Taux d'analphabétisme des 10 ans et plus pour territoire factice en 2024 : valeur factice. (Source : RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/)
CLA001;classement_superlatif;Quelle est la commune la plus pauvre de la région ?;classement;;497;;strict;Taux de pauvreté multidimensionnelle incidence H (2024) : la valeur la plus élevée est celle de B (2), la plus basse celle de A (1), sur 2 territoires. (Source : HCP — Cartographie de la pauvreté multidimensionnelle (Mai 2025), niveaux commune et province, 2024)
CLA002;classement_superlatif;Quelle province a le taux de chômage le plus élevé ?;classement;;393;;strict;Taux de chômage en 2024 : la valeur la plus élevée est celle de B (2), la plus basse celle de A (1), sur 2 territoires. (Source : RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/)
CLA003;classement_superlatif;Classe les 8 provinces de la région par taux d'analphabétisme, du plus fort au plus faible.;classement;;113;;strict;Taux d'analphabétisme des 10 ans et plus en 2024 : la valeur la plus élevée est celle de B (2), la plus basse celle de A (1), sur 2 territoires. (Source : RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/)
CLA004;classement_superlatif;Quelle est la commune la plus peuplée de la province de Larache ?;classement;;40;;strict;Population légale (2024) : la valeur la plus élevée est celle de B (2), la plus basse celle de A (1), sur 2 territoires. (Source : RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/)
CLA005;classement_superlatif;Quel territoire a le meilleur taux de scolarisation de toute la région ?;refus;composite;;;acceptable;Il n'existe pas d'indicateur global de développement ni de classement général : agréger plusieurs dimensions en un score unique supposerait une pondération qui n'est publiée par aucune source. Précisez l'indicateur qui vous intéresse.
CLA006;classement_superlatif;Quelle commune a le taux de chômage le plus bas de la province de Tétouan ?;classement;;393;;strict;Taux de chômage en 2024 : la valeur la plus élevée est celle de B (2), la plus basse celle de A (1), sur 2 territoires. (Source : RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/)
CLA007;classement_superlatif;Quelle est la province la plus urbanisée de la région ?;classement;;404;;strict;Taux d'urbanisation en 2024 : la valeur la plus élevée est celle de B (2), la plus basse celle de A (1), sur 2 territoires. (Source : HCP — RGPH 2024)
CLA008;classement_superlatif;Classe-moi les communes de la province d'Al Hoceima du plus au moins peuplé.;classement;;40;;strict;Population légale (2024) : la valeur la plus élevée est celle de B (2), la plus basse celle de A (1), sur 2 territoires. (Source : RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/)
CLA009;classement_superlatif;Quelle est la commune la moins alphabétisée de la région ?;classement;;112;;strict;Population alphabète de 10 ans et plus en 2024 : la valeur la plus élevée est celle de B (2), la plus basse celle de A (1), sur 2 territoires. (Source : RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/)
CLA010;classement_superlatif;Où le taux de pauvreté multidimensionnelle est-il le plus fort dans toute la région ?;classement;;497;;strict;Taux de pauvreté multidimensionnelle incidence H (2024) : la valeur la plus élevée est celle de B (2), la plus basse celle de A (1), sur 2 territoires. (Source : HCP — Cartographie de la pauvreté multidimensionnelle (Mai 2025), niveaux commune et province, 2024)
CLA011;classement_superlatif;Quelle est la meilleure province pour la santé ?;refus;composite;;;acceptable;Il n'existe pas d'indicateur global de développement ni de classement général : agréger plusieurs dimensions en un score unique supposerait une pondération qui n'est publiée par aucune source. Précisez l'indicateur qui vous intéresse.
CLA012;classement_superlatif;Quelle commune de la province de Chefchaouen a le plus faible taux d'activité ?;classement;;392;;strict;Taux d'activité des 15 ans et plus en 2024 : la valeur la plus élevée est celle de B (2), la plus basse celle de A (1), sur 2 territoires. (Source : RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/)
CLA013;classement_superlatif;Quelle est la province la moins développée de la région ?;refus;composite;;;acceptable;Il n'existe pas d'indicateur global de développement ni de classement général : agréger plusieurs dimensions en un score unique supposerait une pondération qui n'est publiée par aucune source. Précisez l'indicateur qui vous intéresse.
CLA014;classement_superlatif;Top 3 des communes les plus peuplées de la région, tu peux me faire ça ?;classement;;40;;strict;Population légale (2024) : la valeur la plus élevée est celle de B (2), la plus basse celle de A (1), sur 2 territoires. (Source : RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/)
CLA015;classement_superlatif;Quelle province a le plus de routes nationales ?;classement;;317;;strict;Routes nationales en 2024 : la valeur la plus élevée est celle de B (2), la plus basse celle de A (1), sur 2 territoires. (Source : Direction Régionale du HCP Tanger-Tétouan-Al Hoceïma, figure « Réseau routier et autoroutier (en km) selon les préfectures/provinces, 2024 ». Niveau province — ventilat
CLA016;classement_superlatif;Quelle est la pire commune en matière de conditions de vie ?;refus;composite;;;acceptable;Il n'existe pas d'indicateur global de développement ni de classement général : agréger plusieurs dimensions en un score unique supposerait une pondération qui n'est publiée par aucune source. Précisez l'indicateur qui vous intéresse.
CLA017;classement_superlatif;Quelle commune de la province de Larache a le taux de scolarisation le plus élevé ?;classement;;115;;strict;Taux de scolarisation des 6-11 ans en 2023/2024 : la valeur la plus élevée est celle de B (2), la plus basse celle de A (1), sur 2 territoires. (Source : RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/)
CLA018;classement_superlatif;Classe les communes de la province de Ouezzane selon leur taux de pauvreté.;classement;;497;;strict;Taux de pauvreté multidimensionnelle incidence H (2024) : la valeur la plus élevée est celle de B (2), la plus basse celle de A (1), sur 2 territoires. (Source : HCP — Cartographie de la pauvreté multidimensionnelle (Mai 2025), niveaux commune et province, 2024)
CLA019;classement_superlatif;Quelle est la province la plus rurale de la région ?;classement;;403;;strict;Population rurale (RGPH 2024) : la valeur la plus élevée est celle de B (2), la plus basse celle de A (1), sur 2 territoires. (Source : HCP — RGPH 2024)
CLA020;classement_superlatif;Quelle commune a le plus faible taux de chômage de toute la région Tanger-Tétouan-Al Hoceïma ?;classement;;393;;strict;Taux de chômage en 2024 : la valeur la plus élevée est celle de B (2), la plus basse celle de A (1), sur 2 territoires. (Source : RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/)
CLA021;classement_superlatif;Quel est le territoire numéro 1 en matière d'éducation dans la région ?;classement;;488;;strict;Contribution de l'éducation à la pauvreté multidimensionnelle en 2024 : la valeur la plus élevée est celle de B (2), la plus basse celle de A (1), sur 2 territoires. (Source : HCP — Cartographie de la pauvreté multidimensionnelle (Mai 2025), niveaux commune et province, 2024)
CLA022;classement_superlatif;Y'a quelle commune qui est la plus en retard sur le plan social ?;question;;;;écart;Sur quel indicateur ? Les plus demandés sont : Taux de pauvreté multidimensionnelle incidence H, Population légale, Taux de chômage. Vous pouvez aussi me demander ce qui existe pour un secteur — démographie, emploi, éducation, santé, conditions de vie.
CLA023;classement_superlatif;Quelle province a la meilleure couverture médicale ?;refus;composite;;;acceptable;Il n'existe pas d'indicateur global de développement ni de classement général : agréger plusieurs dimensions en un score unique supposerait une pondération qui n'est publiée par aucune source. Précisez l'indicateur qui vous intéresse.
