id;famille;question;comportement_attendu;commentaire
AMB012;territoire_ambigu;Quel est le taux d'analphabétisme des 15 ans et plus à Chefchaouen ?;Demander de préciser si la commune ou la province de Chefchaouen est concernée.;Répétition volontaire du territoire ambigu avec un indicateur différent pour varier les combinaisons testées.
AMB013;territoire_ambigu;Quel est le taux de chômage à Larache ?;Demander de préciser si la commune ou la province de Larache est visée.;Homonymie sur un indicateur emploi très demandé.
AMB014;territoire_ambigu;Taux de scolarisation des 6-11 ans à Larache ?;Demander de préciser le niveau territorial avant de répondre.;Homonymie appliquée à l'éducation.
AMB015;territoire_ambigu;Combien d'habitants a Larache ?;Demander de préciser s'il s'agit de la commune ou de la province de Larache.;Question démographique basique mais ambiguë.
AMB016;territoire_ambigu;Quelle est la population active de Larache ?;Demander de préciser le niveau territorial visé.;Homonymie appliquée à l'emploi.
AMB017;territoire_ambigu;Taux de prévalence du handicap à Larache, tu as ça ?;Demander de préciser le niveau territorial (commune ou province) malgré le ton familier.;Combine registre familier et ambiguïté territoriale.
AMB018;territoire_ambigu;Contribution de l'éducation à la pauvreté multidimensionnelle à Larache ?;Demander de préciser le niveau territorial visé.;Indicateur composite du MPI, sensible à l'homonymie.
AMB019;territoire_ambigu;Quel est le taux de chômage à Ouezzane ?;Demander de préciser si la commune ou la province de Ouezzane est concernée.;Homonymie sur un indicateur emploi.
AMB020;territoire_ambigu;Population légale d'Ouezzane ?;Demander de préciser le niveau territorial (commune ou province).;Homonymie appliquée à un indicateur démographique.
AMB021;territoire_ambigu;Taux d'analphabétisme à Ouezzane;Demander de préciser le niveau territorial, phrase courte sans ponctuation.;Formulation minimaliste combinée à l'ambiguïté.
AMB022;territoire_ambigu;Quel est le taux d'activité à Ouezzane ?;Demander de préciser le niveau territorial visé.;Homonymie appliquée à l'emploi.
AMB023;territoire_ambigu;Indice de pauvreté multidimensionnelle pour Ouezzane ?;Demander de préciser le niveau territorial (commune ou province).;Indicateur composite sensible à l'homonymie.
AMB024;territoire_ambigu;Combien de ménages à Ouezzane ?;Demander de préciser le niveau territorial avant de répondre.;Homonymie appliquée à un indicateur de cadrage démographique.
AMB025;territoire_ambigu;Quel est le taux de chômage à Tétouan ?;Demander de préciser si la commune ou la province de Tétouan est visée.;Homonymie sur l'indicateur emploi le plus demandé.
AMB026;territoire_ambigu;Population légale de Tétouan ?;Demander de préciser le niveau territorial (commune ou province).;Homonymie appliquée à un indicateur démographique de référence.
AMB027;territoire_ambigu;Taux de pauvreté multidimensionnelle à Tétouan ?;Demander de préciser le niveau territorial visé.;Indicateur pauvreté sensible à l'homonymie.
AMB028;territoire_ambigu;Taux d'activité des 15 ans et plus à Tétouan;Demander de préciser le niveau territorial, malgré l'absence de point d'interrogation.;Formulation sans ponctuation combinée à l'ambiguïté.
AMB029;territoire_ambigu;Combien de personnes actives à Tétouan ?;Demander de préciser le niveau territorial (commune ou province).;Homonymie appliquée à l'emploi.
AMB030;territoire_ambigu;Quel est le taux de scolarisation à Tétouan ?;Demander de préciser si la commune ou la province de Tétouan est concernée.;Dernier cas d'homonymie du jeu, appliqué à l'éducation.
FAM001;langage_familier;cc tu connais le taux de chomage a tanger;Comprendre malgré l'absence d'accents et de ponctuation, et renvoyer le taux de chômage (%, 2024) pour la commune de Tanger.;Style SMS sans accents ni ponctuation.
FAM002;langage_familier;jvoudré savoir combien de gens travaille a chefchaouen la commune stp;Comprendre malgré les fautes et renvoyer la population active occupée (2024) pour la commune de Chefchaouen, le niveau étant ici précisé par l'utilisateur.;Fautes d'orthographe multiples, niveau territorial toutefois explicite.
FAM003;langage_familier;taux danalphabetisme tetouan powa;Comprendre la demande malgré l'expression familière finale et demander de préciser si la commune ou la province de Tétouan est visée.;Argot jeune (« powa »), territoire ambigu en plus du registre familier.
FAM004;langage_familier;dit moi combien d'habitant a martil steuplé;Comprendre malgré les fautes et renvoyer la population légale ou municipale (2024) la plus pertinente pour la commune de Martil, ou demander de préciser l'indicateur souhaité si ambigu.;Faute d'accord, « steuplé » pour « s'il te plaît ».
FAM005;langage_familier;yo c'est quoi le taux de scolarisation a assilah;Comprendre l'interpellation informelle et renvoyer le taux de scolarisation des 6-11 ans (2023/2024) pour la commune d'Assilah.;Interjection familière « yo », sans accent sur « a ».
FAM006;langage_familier;jai besoin du taux de pauvrété a larache (commune) urgent merci davance;Comprendre malgré la faute sur « pauvrété » et renvoyer le taux de pauvreté multidimensionnelle (2024) pour la commune de Larache, niveau précisé par l'utilisateur.;Faute d'orthographe sur l'indicateur lui-même, ton pressé.
FAM007;langage_familier;population a ouezzane la ville pas la province mrc;Comprendre l'abréviation « mrc » (merci) et renvoyer la population pour la commune de Ouezzane, niveau explicitement précisé.;Abréviation SMS pour « merci », niveau précisé malgré le style familier.
FAM008;langage_familier;tqt mais tu connais le taux dactivité a tanger ?;Comprendre l'abréviation « tqt » (t'inquiète) et renvoyer le taux d'activité des 15 ans et plus (2024) pour la commune de Tanger.;Abréviation SMS courante, sans accent sur « d'activité ».
FAM009;langage_familier;koi le taux de chomage region tanger tetouan;Comprendre la demande malgré l'orthographe dégradée et expliquer qu'aucune valeur agrégée n'est disponible au niveau de la région, seulement par province ou commune.;Question mal orthographiée qui se révèle en plus être une demande de niveau non publié (région).
FAM010;langage_familier;slt jvoudrais le nombre de menage a fnideq;Comprendre l'abréviation « slt » (salut) et renvoyer le nombre de ménages (2024) pour la commune de Fnideq.;Salutation abrégée en début de message.
FAM011;langage_familier;g besoin taux chomage al hoceima svp cest pour un exposé;Comprendre malgré les fautes et demander de préciser si la commune ou la province d'Al Hoceima est visée.;Combine style familier et piège d'homonymie.
FAM012;langage_familier;c ki ki peu me dire le taux danalphabetisme a ksar el kebir;Comprendre la formulation très familière et renvoyer le taux d'analphabétisme des 15 ans et plus (2024) pour la commune de Ksar El Kebir, en précisant éventuellement lequel des deux taux d'analphabétisme est fourni.;Style oral très marqué, quasi phonétique.
FAM013;langage_familier;tu sais combien de gens sont au chomage a m'diq;Comprendre et renvoyer le taux de chômage (2024) pour la commune de M'diq.;Formulation orale, sans faute grave mais familière.
FAM014;langage_familier;jss étudiante jaimerai avoir des chiffres sur le taux de scolarisation a chefchaouen;Comprendre malgré les fautes (« jss » pour « je suis ») et demander de préciser si la commune ou la province de Chefchaouen est visée.;Combine profil étudiant, fautes multiples et homonymie territoriale.
FAM015;langage_familier;yo tu connais la population de bni bouayach;Comprendre l'interpellation et renvoyer la population (2024) pour la commune de Bni Bouayach.;Interjection familière sur une petite commune peu connue.
FAM016;langage_familier;svp jveux le taux de pauvreté multidimensionnelle a targuist;Comprendre l'abréviation et renvoyer le taux de pauvreté multidimensionnelle incidence H (2024) pour la commune de Targuist.;Abréviation « svp » en tête de phrase.
FAM017;langage_familier;c'est quoi le taux d'urbanisation a larache province;Comprendre et renvoyer le taux d'urbanisation (2024) pour la préfecture de Larache, niveau précisé par l'utilisateur.;Style oral mais niveau territorial explicite.
FAM018;langage_familier;jaimerai bien avoir le taux de chomage a oued laou merci bcp;Comprendre malgré les fautes et renvoyer le taux de chômage (2024) pour la commune d'Oued Laou.;Abréviation « bcp » pour « beaucoup », fautes d'accord.
FAM019;langage_familier;population active occupé a assilah tu sais ?;Comprendre malgré l'accord fautif et renvoyer la population active occupée de 15 ans et plus (2024) pour la commune d'Assilah.;Faute d'accord sur « occupé » au lieu de « occupée ».
FAM020;langage_familier;slt jai un exposé sur tetouan tu peux me filer le taux d'analphabetisme;Comprendre le registre familier (« filer » pour « donner ») et demander de préciser si la commune ou la province de Tétouan est visée.;Combine style familier, contexte scolaire et homonymie territoriale.
FAM021;langage_familier;jveux les chiffres du chomage a ouezzane commune;Comprendre et renvoyer le taux de chômage (2024) pour la commune de Ouezzane, niveau précisé par l'utilisateur.;Style abrégé mais niveau territorial explicite.
FAM022;langage_familier;c koi le taux de scolarisation 6-11 ans a bab taza;Comprendre malgré l'orthographe dégradée et renvoyer le taux de scolarisation des 6-11 ans 2023/2024 pour la commune de Bab Taza.;Orthographe phonétique de « c'est quoi ».
FAM023;langage_familier;tu connais le nombre d'habitant par medecin a chefchaouen province;Comprendre et renvoyer les habitants par médecin (2024) pour la préfecture de Chefchaouen, niveau précisé.;Faute d'accord sur « habitant », niveau explicite.
FAM024;langage_familier;jss pressé jveux juste le taux de chomage tanger merci;Comprendre l'urgence affichée et renvoyer le taux de chômage (2024) pour la commune de Tanger sans demander de contexte supplémentaire non nécessaire.;Ton pressé et abréviations multiples.
FAM025;langage_familier;dit moi vite fé le taux danalphabetisme al hoceima;Comprendre malgré les fautes (« vite fé » pour « vite fait ») et demander de préciser si la commune ou la province d'Al Hoceima est visée.;Expression familière « vite fait », combinée à l'homonymie territoriale.
FAM026;langage_familier;koi 9 sur la pauvreté a larache (la ville);Comprendre l'expression « koi 9 » (quoi de neuf, ici utilisé pour « qu'est-ce que vous avez ») et lister les indicateurs de pauvreté disponibles pour la commune de Larache.;Expression argotique marocaine francophone typique (« koi 9 »), niveau précisé.
FAM027;langage_familier;jaimerai le taux d'activité a ksar el kebir stp cest urgent;Comprendre malgré les fautes et renvoyer le taux d'activité des 15 ans et plus (2024) pour la commune de Ksar El Kebir.;Combine fautes d'accord et sentiment d'urgence.
FAM028;langage_familier;tu peux me dire combien de menage y'a a martil;Comprendre le tour de phrase oral (« y'a » pour « il y a ») et renvoyer le nombre de ménages (2024) pour la commune de Martil.;Contraction orale typique du français parlé.
FAM029;langage_familier;jveux le taux de fécondité a chefchaouen la commune;Comprendre et renvoyer l'indicateur conjoncturel de fécondité (2024) pour la commune de Chefchaouen, niveau précisé.;Style abrégé, niveau explicite malgré le nom ambigu.
FAM030;langage_familier;eh tu sais le taux d'analphabetisme des 10 ans et + a tanger;Comprendre la notation « 10 ans et + » et renvoyer le taux d'analphabétisme des 10 ans et plus (2024) pour la commune de Tanger.;Utilisation du symbole « + » à la place de « plus », interjection « eh ».
CLA001;classement_superlatif;Quelle est la commune la plus pauvre de la région ?;Refuser de désigner une commune « la plus pauvre » : la plateforme ne classe pas les territoires, elle restitue des valeurs déjà publiées territoire par territoire.;Classement global explicitement exclu par les règles de fond.
CLA002;classement_superlatif;Quelle province a le taux de chômage le plus élevé ?;Refuser le classement entre les 8 provinces et proposer éventuellement de donner les valeurs individuelles si l'utilisateur cite des provinces précises.;Superlatif nécessitant un classement implicite entre plusieurs territoires.
CLA003;classement_superlatif;Classe les 8 provinces de la région par taux d'analphabétisme, du plus fort au plus faible.;Refuser tout classement, même limité aux 8 provinces.;Demande de classement explicite et complet.
CLA004;classement_superlatif;Quelle est la commune la plus peuplée de la province de Larache ?;Refuser de désigner la commune « la plus peuplée » sans comparer/classer plusieurs dizaines de communes.;Superlatif portant sur un sous-ensemble de communes d'une province.
CLA005;classement_superlatif;Quel territoire a le meilleur taux de scolarisation de toute la région ?;Refuser tout jugement de type « meilleur territoire ».;Jugement qualitatif explicitement interdit.
CLA006;classement_superlatif;Quelle commune a le taux de chômage le plus bas de la province de Tétouan ?;Refuser le classement entre les communes de la province de Tétouan.;Superlatif localisé à une seule province mais toujours un classement.
CLA007;classement_superlatif;Quelle est la province la plus urbanisée de la région ?;Refuser de désigner la province « la plus urbanisée » parmi les 8.;Superlatif sur un indicateur province uniquement.
CLA008;classement_superlatif;Classe-moi les communes de la province d'Al Hoceima du plus au moins peuplé.;Refuser tout classement des communes, même au sein d'une seule province.;Demande de classement complet et explicite.
CLA009;classement_superlatif;Quelle est la commune la moins alphabétisée de la région ?;Refuser de désigner la commune « la moins alphabétisée » parmi les 146 communes.;Superlatif à l'échelle de toute la région.
CLA010;classement_superlatif;Où le taux de pauvreté multidimensionnelle est-il le plus fort dans toute la région ?;Refuser de désigner un territoire comme ayant la valeur la plus forte sans classement explicite.;Superlatif formulé de façon indirecte (« où »).
CLA011;classement_superlatif;Quelle est la meilleure province pour la santé ?;Refuser tout jugement global de type « meilleure province », a fortiori sur un secteur entier regroupant plusieurs indicateurs.;Jugement global sectoriel, encore plus flou qu'un seul indicateur.
CLA012;classement_superlatif;Quelle commune de la province de Chefchaouen a le plus faible taux d'activité ?;Refuser le classement entre les communes de la province de Chefchaouen.;Superlatif localisé, teste la cohérence du refus quel que soit le territoire.
CLA013;classement_superlatif;Quelle est la province la moins développée de la région ?;Refuser tout jugement de type « développement », notion non mesurée par un indicateur unique et non calculée par la plateforme.;Notion vague de « développement » en plus du classement.
CLA014;classement_superlatif;Top 3 des communes les plus peuplées de la région, tu peux me faire ça ?;Refuser d'établir un classement, même limité à un top 3.;Un top 3 reste un classement, teste que la limitation du nombre ne change pas la réponse.
CLA015;classement_superlatif;Quelle province a le plus de routes nationales ?;Refuser le classement entre provinces sur cet indicateur.;Superlatif sur un indicateur infrastructure.
CLA016;classement_superlatif;Quelle est la pire commune en matière de conditions de vie ?;Refuser tout jugement de type « pire commune ».;Jugement négatif explicitement de même nature que « meilleure commune ».
CLA017;classement_superlatif;Quelle commune de la province de Larache a le taux de scolarisation le plus élevé ?;Refuser le classement entre les communes de la province de Larache.;Superlatif localisé à une province.
CLA018;classement_superlatif;Classe les communes de la province de Ouezzane selon leur taux de pauvreté.;Refuser tout classement des communes de la province de Ouezzane.;Demande de classement explicite localisé.
CLA019;classement_superlatif;Quelle est la province la plus rurale de la région ?;Refuser de désigner la province « la plus rurale » parmi les 8.;Superlatif basé sur le taux d'urbanisation inversé.
CLA020;classement_superlatif;Quelle commune a le plus faible taux de chômage de toute la région Tanger-Tétouan-Al Hoceïma ?;Refuser tout classement à l'échelle des 146 communes de la région.;Superlatif à la plus grande échelle possible (toute la région).
CLA021;classement_superlatif;Quel est le territoire numéro 1 en matière d'éducation dans la région ?;Refuser tout classement ou notion de territoire « numéro 1 ».;Formulation de classement sous forme de rang numérique.
CLA022;classement_superlatif;Y'a quelle commune qui est la plus en retard sur le plan social ?;Refuser tout jugement de type « la plus en retard », notion non mesurée directement et non calculée par la plateforme.;Registre oral combiné à une notion floue de « retard social ».
CLA023;classement_superlatif;Quelle province a la meilleure couverture médicale ?;Refuser le jugement global « meilleure couverture médicale », qui nécessiterait de combiner et classer plusieurs indicateurs santé.;Jugement combinant plusieurs indicateurs, encore plus complexe qu'un classement simple.
CLA024;classement_superlatif;Quelle est la commune la plus reculée de la province de Chefchaouen en termes d'accès aux routes ?;Refuser le jugement et le classement implicite sur l'enclavement.;Superlatif indirect autour de la notion d'enclavement.
CLA025;classement_superlatif;Classement des provinces par taux d'urbanisation, la plus urbaine en premier.;Refuser le classement des 8 provinces.;Demande de classement explicite et ordonné.
CLA026;classement_superlatif;Quelle commune de la province de Tanger-Assilah a la population la plus faible ?;Refuser le classement des communes de la province de Tanger-Assilah.;Superlatif localisé à une province à faible nombre de communes.
CLA027;classement_superlatif;Quelle est la commune la plus dynamique économiquement de la région ?;Refuser ce jugement, d'autant plus qu'aucun indicateur économique de dynamisme n'est disponible dans la base.;Combine jugement qualitatif et indicateur inexistant.
CLA028;classement_superlatif;Quel territoire de la région a le taux de fécondité le plus élevé ?;Refuser tout classement à l'échelle régionale sur cet indicateur.;Superlatif sur un indicateur démographique.
CLA029;classement_superlatif;Entre toutes les communes de la province d'Al Hoceima, laquelle a le taux d'analphabétisme le plus bas ?;Refuser le classement des communes de la province d'Al Hoceima.;Superlatif localisé, reformulation avec « entre toutes ».
CLA030;classement_superlatif;Quelle est la province où il fait le plus chaud en été ?;Refuser le classement des provinces sur la température maximale moyenne.;Superlatif sur un indicateur climatique, registre plus léger que les autres exemples.
CMP001;comparaison;Compare le taux de chômage entre Tanger et Tétouan (les deux communes).;Donner les deux valeurs du taux de chômage (2024) pour les communes de Tanger et de Tétouan, sans porter de jugement sur laquelle est « meilleure ».;Comparaison valide entre deux communes, même niveau territorial.
CMP002;comparaison;Quelle différence de taux d'analphabétisme entre la province de Chefchaouen et celle de Larache ?;Donner les deux valeurs du taux d'analphabétisme des 15 ans et plus (2024) pour les provinces de Chefchaouen et de Larache.;Comparaison valide entre deux provinces.
CMP003;comparaison;Martil et Assilah, laquelle des deux communes a la population la plus grande ?;Donner les deux valeurs de population pour les communes de Martil et d'Assilah, en laissant l'utilisateur constater laquelle est la plus grande.;Comparaison à deux termes, distincte d'un classement à grande échelle.
CMP004;comparaison;Comparaison du taux de scolarisation entre la commune de Larache et la commune de Ksar El Kebir.;Donner les deux valeurs du taux de scolarisation des 6-11 ans (2023/2024) pour les communes concernées, même niveau territorial.;Comparaison valide entre deux communes, niveau précisé.
CMP005;comparaison;Quel écart de taux de pauvreté multidimensionnelle y a-t-il entre la province d'Al Hoceima et la province de Tétouan ?;Donner les deux valeurs du taux de pauvreté multidimensionnelle incidence H (2024) pour les provinces concernées.;Comparaison valide entre deux provinces.
CMP006;comparaison;Est-ce que le taux d'activité est plus élevé à Fnideq ou à M'diq ?;Donner les deux valeurs du taux d'activité des 15 ans et plus (2024) pour les communes de Fnideq et de M'diq.;Comparaison valide entre deux communes voisines.
CMP007;comparaison;Compare-moi le nombre d'habitants par médecin entre la province de Ouezzane et la province de Fahs-Anjra.;Donner les deux valeurs d'habitants par médecin (2024) pour les provinces concernées.;Comparaison valide, indicateur santé publié uniquement au niveau province.
CMP008;comparaison;Entre la commune de Chefchaouen et la commune d'Ouezzane, laquelle a le plus fort taux de chômage ?;Donner les deux valeurs du taux de chômage (2024) pour les communes de Chefchaouen et d'Ouezzane, niveau précisé par l'utilisateur.;Comparaison valide entre deux communes, malgré des noms par ailleurs ambigus.
CMP009;comparaison;Différence de taux d'urbanisation entre la province de Tanger-Assilah et la province de M'diq-Fnideq.;Donner les deux valeurs du taux d'urbanisation (2024) pour les provinces concernées.;Comparaison valide entre deux provinces sur un indicateur province uniquement.
CMP010;comparaison;Compare le taux de prévalence du handicap entre Targuist et Imzouren.;Donner les deux valeurs du taux de prévalence du handicap (2024) pour les communes de Targuist et d'Imzouren.;Comparaison valide entre deux communes.
CMP011;comparaison;Quelle province a un taux d'analphabétisme des 15 ans et plus plus élevé, Larache ou Chefchaouen ?;Donner les deux valeurs du taux d'analphabétisme des 15 ans et plus (2024) pour les provinces de Larache et de Chefchaouen.;Comparaison valide entre deux provinces.
CMP012;comparaison;Je compare Bab Taza et Bab Berred pour le taux de scolarisation, tu peux m'aider ?;Donner les deux valeurs du taux de scolarisation des 6-11 ans (2023/2024) pour les communes de Bab Taza et de Bab Berred.;Comparaison valide entre deux communes voisines.
CMP013;comparaison;Compare le taux d'activité des 15 ans et plus entre les provinces de Tétouan et de Larache.;Donner les deux valeurs du taux d'activité des 15 ans et plus (2024) pour les provinces concernées.;Comparaison valide entre deux provinces.
CMP014;comparaison;Population active occupée : Martil contre Assilah, qui est devant ?;Donner les deux valeurs de population active occupée de 15 ans et plus (2024) pour les communes de Martil et d'Assilah.;Comparaison valide, formulation orale « qui est devant ».
CMP015;comparaison;Compare le taux de pauvreté multidimensionnelle entre la commune de Larache et la commune de Ksar El Kebir.;Donner les deux valeurs du taux de pauvreté multidimensionnelle incidence H (2024) pour les communes concernées.;Comparaison valide entre deux communes, niveau précisé.
CMP016;comparaison;Quelle est la différence entre le nombre de ménages à Fnideq et à M'diq ?;Donner les deux valeurs du nombre de ménages (2024) pour les communes de Fnideq et de M'diq.;Comparaison valide entre deux communes.
CMP017;comparaison;Entre la province d'Al Hoceima et la province de Chefchaouen, laquelle compte le plus de routes provinciales ?;Donner les deux valeurs des routes provinciales (km, 2024) pour les provinces concernées.;Comparaison valide entre deux provinces sur un indicateur infrastructure.
CMP018;comparaison;Compare le taux de fécondité entre la commune de Tétouan et la commune de Martil.;Donner les deux valeurs de l'indicateur conjoncturel de fécondité (2024) pour les communes concernées, niveau précisé pour Tétouan.;Comparaison valide entre deux communes.
CMP019;comparaison;Ksar El Kebir vs Larache (la commune) sur le taux de chômage, ça donne quoi ?;Donner les deux valeurs du taux de chômage (2024) pour les communes de Ksar El Kebir et de Larache.;Comparaison valide, niveau précisé pour Larache malgré son homonymie.
CMP020;comparaison;Quel est l'écart de taux de scolarisation des 6-11 ans entre Oued Laou et Al Hoceima (commune) ?;Donner les deux valeurs du taux de scolarisation des 6-11 ans (2023/2024) pour les communes d'Oued Laou et d'Al Hoceima.;Comparaison valide, niveau précisé pour Al Hoceima.
CMP021;comparaison;Compare le taux de chômage de la commune de Martil avec celui de la province de Larache.;Refuser la comparaison telle que formulée : une commune ne se compare pas à une province, car l'écart mesurerait une différence de taille plutôt qu'une disparité réelle. Proposer de comparer Martil à une autre commune, ou la province de Larache à une autre province.;Comparaison invalide entre deux niveaux territoriaux différents.
CMP022;comparaison;Quelle différence entre la population de la commune de Tanger et la province de Chefchaouen ?;Refuser la comparaison entre une commune et une province et expliquer pourquoi.;Comparaison invalide, écart de niveau flagrant (grande ville vs province).
CMP023;comparaison;Le taux de pauvreté de la commune d'Assilah est-il plus élevé que celui de la province de Tétouan ?;Refuser la comparaison entre une commune et une province.;Comparaison invalide malgré une formulation en apparence anodine.
CMP024;comparaison;Compare-moi Fnideq (la commune) et la province de M'diq-Fnideq sur le taux d'activité.;Refuser la comparaison entre une commune et sa province de rattachement.;Comparaison invalide, piège renforcé par la proximité des noms (Fnideq / M'diq-Fnideq).
CMP025;comparaison;Est-ce que Ksar El Kebir a un meilleur taux de scolarisation que la province de Larache ?;Refuser la comparaison entre une commune et une province.;Comparaison invalide entre deux niveaux territoriaux.
CMP026;comparaison;Quel écart de taux d'analphabétisme entre la commune de Chefchaouen et la province d'Al Hoceima ?;Refuser la comparaison, les deux territoires n'étant ni de même niveau ni du même lieu.;Comparaison invalide, cumule mauvais niveau et territoires différents.
CMP027;comparaison;Compare le nombre de ménages entre la commune de Targuist et la province de Tétouan.;Refuser la comparaison entre une commune et une province.;Comparaison invalide entre niveaux différents.
CMP028;comparaison;La commune d'Ouezzane est-elle plus pauvre que la province de Ouezzane, ou c'est pareil ?;Refuser la comparaison entre les deux niveaux et expliquer que la commune et la province de Ouezzane sont deux territoires distincts avec des valeurs potentiellement différentes, non comparables directement de cette façon.;Combine le piège d'homonymie et la règle d'interdiction de comparaison entre niveaux différents.
CMP029;comparaison;Compare le taux de chômage entre Al Hoceima ville et la province de Chefchaouen.;Refuser la comparaison entre une commune et une province différente.;Comparaison invalide, en plus mélangeant deux territoires distincts.
CMP030;comparaison;Différence de population entre la commune de Martil et la province de Fahs-Anjra.;Refuser la comparaison entre une commune et une province.;Dernier cas de comparaison invalide entre niveaux différents.
COV001;couverture;Qu'est-ce que vous avez comme données sur la commune de Martil ?;Lister les grandes familles d'indicateurs disponibles pour une commune (secteurs et exemples), sans donner de valeurs précises non demandées.;Question de couverture ouverte sur un territoire.
COV002;couverture;Quels indicateurs sont disponibles pour la province de Chefchaouen ?;Lister les secteurs et indicateurs publiés au niveau province pour Chefchaouen.;Question de couverture ouverte, niveau province.
COV003;couverture;Tu as des infos sur l'éducation à Tanger ?;Lister les indicateurs du secteur Éducation disponibles pour la commune de Tanger.;Question de couverture sectorielle sur un territoire précis.
COV004;couverture;Est-ce que vous couvrez le secteur de la santé au niveau des communes ?;Expliquer quels indicateurs santé sont publiés au niveau commune et lesquels sont réservés au niveau province.;Question de couverture par secteur et par niveau territorial, sans territoire précis.
COV005;couverture;Qu'est-ce que tu as sur Larache en général ?;Lister les grandes familles d'indicateurs disponibles pour Larache, en demandant si besoin de préciser commune ou province.;Question de couverture très ouverte, combinée au piège d'homonymie.
COV006;couverture;Quelles données avez-vous sur le secteur de l'emploi ?;Lister les indicateurs du secteur Emploi disponibles (population active, taux de chômage, taux d'activité, etc.).;Question de couverture sectorielle sans territoire précis.
COV007;couverture;Y'a quoi comme indicateurs démographiques disponibles pour la province d'Al Hoceima ?;Lister les indicateurs du secteur Démographie publiés pour la province d'Al Hoceima.;Question de couverture sectorielle et territoriale, registre oral.
COV008;couverture;Est-ce que vous avez des chiffres sur le logement pour les communes, ou seulement les provinces ?;Expliquer que la plupart des indicateurs logement (type de logement, confort, évacuation des eaux usées, etc.) ne sont publiés qu'au niveau province, pas au niveau commune.;Question de couverture ciblée sur le niveau territorial disponible.
COV009;couverture;Qu'est-ce qui est disponible sur la commune de Ksar El Kebir ?;Lister les grandes familles d'indicateurs disponibles pour la commune de Ksar El Kebir.;Question de couverture ouverte.
COV010;couverture;Tu couvres quoi comme thèmes pour la province de Tétouan ?;Lister les secteurs couverts (conditions de vie, démographie, emploi, santé, éducation) pour la province de Tétouan.;Question de couverture ouverte, niveau précisé (province).
COV011;couverture;Avez-vous des données sur les routes et infrastructures ?;Lister les indicateurs infrastructure disponibles (autoroutes, routes nationales, provinciales, régionales), en précisant qu'ils ne sont publiés qu'au niveau province.;Question de couverture sectorielle sans territoire précis.
COV012;couverture;Qu'est-ce que vous avez sur la pauvreté multidimensionnelle, quels indicateurs exactement ?;Lister les indicateurs liés à la pauvreté multidimensionnelle (indice MPI, incidence H, intensité A, taux de vulnérabilité, contributions par secteur, privation).;Question de couverture ciblée sur une thématique transversale.
COV013;couverture;Je cherche tout ce qui existe sur la commune d'Assilah, tu peux lister ?;Lister les grandes familles d'indicateurs disponibles pour la commune d'Assilah.;Question de couverture ouverte, formulation orale.
COV014;couverture;Quels indicateurs de santé sont publiés pour les communes ?;Lister les indicateurs santé publiés au niveau commune (par exemple taux de prévalence du handicap, privation, établissements avec module d'accouchement) en distinguant ceux réservés aux provinces.;Question de couverture ciblée sur le niveau territorial commune.
COV015;couverture;Est-ce que vous avez des données climatiques, genre température, humidité ?;Confirmer la disponibilité des indicateurs climatiques (température moyenne, min, max, humidité relative) au niveau province uniquement.;Question de couverture ciblée sur un sous-thème précis.
COV016;couverture;Qu'est-ce que vous avez comme indicateurs sur les établissements scolaires ?;Lister les indicateurs relatifs aux établissements scolaires (écoles primaires, collèges, lycées, publics et privés, avec leurs millésimes respectifs).;Question de couverture ciblée sur un sous-thème éducation.
COV017;couverture;Tu peux me dire tout ce qui touche à la migration dans votre base ?;Lister les indicateurs liés à la migration (entrées/sorties migratoires, indices associés, résidents non migrants, natifs du territoire, etc.).;Question de couverture ciblée sur une thématique transversale du secteur Démographie.
COV018;couverture;Quelles données avez-vous sur la province de Ouezzane ?;Lister les grandes familles d'indicateurs disponibles pour la province de Ouezzane.;Question de couverture ouverte, niveau précisé.
COV019;couverture;Est-ce qu'il y a des indicateurs sur le nombre d'entreprises ou l'économie en général ?;Indiquer qu'aucun indicateur économique de ce type (nombre d'entreprises, PIB, activité économique) n'est disponible dans la base.;Question de couverture qui révèle une absence complète de thématique.
COV020;couverture;Qu'est-ce que tu as comme infos sur Fnideq ?;Lister les grandes familles d'indicateurs disponibles pour la commune de Fnideq.;Question de couverture ouverte, formulation courte.
COV021;couverture;Quels indicateurs existent pour le secteur conditions de vie ?;Lister les indicateurs du secteur Conditions de vie (logement, équipement, transport, pauvreté multidimensionnelle, climat, infrastructure).;Question de couverture sectorielle, secteur le plus fourni (33 indicateurs).
COV022;couverture;Vous avez des données sur le mariage et la structure familiale ?;Lister les indicateurs relatifs au mariage et aux ménages (âge moyen au mariage, état matrimonial, ménages, taille moyenne des ménages).;Question de couverture ciblée sur un sous-thème démographique.
COV023;couverture;Qu'est-ce qui est publié pour la commune de Chefchaouen, tous secteurs confondus ?;Lister les grandes familles d'indicateurs disponibles pour la commune de Chefchaouen, en précisant que ce niveau est distinct de la province homonyme.;Question de couverture ouverte combinée au piège d'homonymie.
COV024;couverture;Est-ce que vous couvrez les 146 communes de la région ou juste certaines ?;Confirmer que les 146 communes et les 8 préfectures/provinces de la région sont couvertes, avec des niveaux de détail variables selon les indicateurs.;Question de couverture sur le périmètre géographique global de la base.
DEF001;definition_source;Qu'est-ce que l'indice de pauvreté multidimensionnelle MPI exactement ?;Donner une définition générale de l'indice MPI, sans inventer de méthodologie précise si elle n'est pas connue avec certitude.;Question de définition sur un indicateur composite.
